model,trial,position,variant,seconds,checksum,validation
shufflenet-v2-12,6,1,base,0.079807291,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,7,0,base,0.079636458,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,7,1,locality,0.032077916,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,8,0,base,0.079761208,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,8,1,locality,0.032264208,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,9,0,locality,0.032443125,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,9,1,base,0.079877125,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,10,0,locality,0.032144083,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,10,1,base,0.079975125,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,11,0,base,0.080276833,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,11,1,locality,0.03257625,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,12,0,base,0.07991475,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,12,1,locality,0.0318325,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,13,0,locality,0.032410542,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,13,1,base,0.079774042,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,14,0,locality,0.032116625,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,14,1,base,0.080033417,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,15,0,base,0.079942167,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,15,1,locality,0.032387958,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,16,0,base,0.079847,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,16,1,locality,0.031913208,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,17,0,locality,0.036002875,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,17,1,base,0.080270042,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,18,0,locality,0.031680167,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,18,1,base,0.081134916,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,19,0,base,0.080020333,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
shufflenet-v2-12,19,1,locality,0.032509125,c5f9f077a3108ff4,"max_abs_error,6.198883e-06,failed,0,threads,1,pass"
resnet18-v1-7,0,0,base,1.227523708,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,0,1,locality,0.711781292,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,1,0,locality,0.713988625,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,1,1,base,1.229527416,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,2,0,locality,0.708784791,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,2,1,base,1.219276625,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,3,0,base,1.212565125,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,3,1,locality,0.710480042,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,4,0,base,1.223502417,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,4,1,locality,0.714372666,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,5,0,locality,0.728629917,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,5,1,base,1.228493958,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,6,0,locality,0.714426791,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,6,1,base,1.224819458,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,7,0,base,1.216482584,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,7,1,locality,0.709857,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,8,0,base,1.216753083,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,8,1,locality,0.711361458,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,9,0,locality,0.712702208,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,9,1,base,1.218179459,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,10,0,locality,0.722784625,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,10,1,base,1.225238208,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,11,0,base,1.210286416,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,11,1,locality,0.714320125,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,12,0,base,1.219678042,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,12,1,locality,0.717365417,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,13,0,locality,0.713095333,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,13,1,base,1.224541292,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,14,0,locality,0.7221335,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,14,1,base,1.218382208,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,15,0,base,1.214116167,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,15,1,locality,0.715063209,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,16,0,base,1.255936625,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,16,1,locality,0.712652,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,17,0,locality,0.715666292,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,17,1,base,1.226979959,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,18,0,locality,0.719146459,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,18,1,base,1.218351792,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,19,0,base,1.2153535,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
resnet18-v1-7,19,1,locality,0.718655208,780c151a334ded26,"max_abs_error,5.185604e-06,failed,0,threads,1,pass"
tinyyolov2-8,0,0,base,2.281489916,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,0,1,locality,1.433088,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,1,0,locality,1.431335708,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,1,1,base,2.285920042,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,2,0,locality,1.4360845,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,2,1,base,2.299763375,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,3,0,base,2.292154916,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,3,1,locality,1.436382625,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,4,0,base,2.295209292,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,4,1,locality,1.433435625,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,5,0,locality,1.439115125,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,5,1,base,2.290795166,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,6,0,locality,1.44018825,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,6,1,base,2.2948665,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,7,0,base,2.301587833,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,7,1,locality,1.437718,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,8,0,base,2.304179959,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,8,1,locality,1.4405505,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,9,0,locality,1.436588334,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,9,1,base,2.290934667,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,10,0,locality,1.432244,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,10,1,base,2.298066583,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,11,0,base,2.300830333,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,11,1,locality,1.449056916,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,12,0,base,2.303792542,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,12,1,locality,1.434196834,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,13,0,locality,1.434614666,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,13,1,base,2.310026291,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,14,0,locality,1.439219209,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,14,1,base,2.302550792,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,15,0,base,2.28668325,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,15,1,locality,1.4420155,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,16,0,base,2.294003417,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,16,1,locality,1.426802125,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,17,0,locality,1.436602958,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,17,1,base,2.310251917,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,18,0,locality,1.438326959,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,18,1,base,2.298997584,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,19,0,base,2.28953325,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
tinyyolov2-8,19,1,locality,1.448516959,f82c70d6cb8a1f92,"max_abs_error,1.430511e-05,failed,0,threads,1,pass"
googlenet-12,0,0,base,1.273524125,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,0,1,locality,0.562550667,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,1,0,locality,0.631799666,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,1,1,base,1.271407625,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,2,0,locality,0.563351792,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,2,1,base,1.264203875,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,3,0,base,1.266432167,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,3,1,locality,0.563611041,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,4,0,base,1.266494167,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,4,1,locality,0.558388541,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,5,0,locality,0.560056583,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,5,1,base,1.279022834,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,6,0,locality,0.562102667,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,6,1,base,1.273540042,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,7,0,base,1.272004833,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,7,1,locality,0.568717916,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,8,0,base,1.276109583,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,8,1,locality,0.562713417,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,9,0,locality,0.557675583,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,9,1,base,1.283338292,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,10,0,locality,0.561770583,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,10,1,base,1.273409084,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,11,0,base,1.266017792,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,11,1,locality,0.565339417,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,12,0,base,1.280213791,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,12,1,locality,0.558940833,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,13,0,locality,0.56421875,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,13,1,base,1.276527875,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,14,0,locality,0.559672584,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,14,1,base,1.267606041,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,15,0,base,1.267952209,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,15,1,locality,0.565456834,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,16,0,base,1.273028459,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,16,1,locality,0.563550542,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,17,0,locality,0.563074125,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,17,1,base,1.277825375,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,18,0,locality,0.562135,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,18,1,base,1.280326667,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,19,0,base,1.277433708,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
googlenet-12,19,1,locality,0.56616475,aee0b112f73cff1c,"max_abs_error,1.192093e-07,failed,0,threads,1,pass"
densenet-12,0,0,base,2.016121875,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,0,1,locality,0.795365542,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,1,0,locality,0.797485125,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,1,1,base,1.996693,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,2,0,locality,0.815385375,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,2,1,base,2.011434583,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,3,0,base,1.989394,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,3,1,locality,0.807617958,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,4,0,base,2.01485725,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,4,1,locality,0.796589792,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,5,0,locality,0.798866792,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,5,1,base,1.987326917,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,6,0,locality,0.795410709,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,6,1,base,1.98414875,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,7,0,base,1.996376458,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,7,1,locality,0.815714916,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,8,0,base,2.021121459,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,8,1,locality,0.79930025,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,9,0,locality,0.806149416,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,9,1,base,1.9888475,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,10,0,locality,0.794846958,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,10,1,base,2.001301166,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,11,0,base,1.977689,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,11,1,locality,0.799813541,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,12,0,base,1.983471042,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,12,1,locality,0.800700875,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,13,0,locality,0.811358875,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,13,1,base,1.985984167,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,14,0,locality,0.805754792,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,14,1,base,1.9981895,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,15,0,base,1.975112417,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,15,1,locality,0.79494225,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,16,0,base,2.001543709,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,16,1,locality,0.795859666,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,17,0,locality,0.814997709,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,17,1,base,1.983157333,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,18,0,locality,0.7982945,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,18,1,base,2.025034083,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,19,0,base,1.989156125,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
densenet-12,19,1,locality,0.79235275,605ce322d09c79a6,"max_abs_error,8.344650e-06,failed,0,threads,1,pass"
