study,trial,position,system,seconds,checksum,metrics,validation,load1_before,load1_after
mobilenetv2-fusion,13,1,joggle,0.385297183,037ae8c64f031b9c,{},"output,0,elements,1000,max_abs_error,2.193450927734375e-05",1.027344,1.027344
mobilenetv2-fusion,14,0,onnxruntime,0.010677545,9e4733fdb6a536c4,{},"[0;93m2026-09-14 11:42:42.818941558 [W:onnxruntime:Default, device_discovery.cc:133 GetPciBusId] Skipping pci_bus_id for PCI path at ""/sys/devices/LNXSYSTM:00/LNXSYBUS:00/ACPI0004:00/VMBUS:00/5620e0c7-8062-4dce-aeb7-520c7ef76171"" because filename ""5620e0c7-8062-4dce-aeb7-520c7ef76171"" did not match expected pattern of [0-9a-f]+:[0-9a-f]+:[0-9a-f]+[.][0-9a-f]+[m | max_abs_error=0",1.027344,1.027344
mobilenetv2-fusion,14,1,joggle,0.387113795,037ae8c64f031b9c,{},"output,0,elements,1000,max_abs_error,2.193450927734375e-05",1.027344,1.027344
mobilenetv2-fusion,15,0,joggle,0.384576597,037ae8c64f031b9c,{},"output,0,elements,1000,max_abs_error,2.193450927734375e-05",1.027344,1.027344
mobilenetv2-fusion,15,1,onnxruntime,0.010469807,9e4733fdb6a536c4,{},"[0;93m2026-09-14 11:42:46.162192735 [W:onnxruntime:Default, device_discovery.cc:133 GetPciBusId] Skipping pci_bus_id for PCI path at ""/sys/devices/LNXSYSTM:00/LNXSYBUS:00/ACPI0004:00/VMBUS:00/5620e0c7-8062-4dce-aeb7-520c7ef76171"" because filename ""5620e0c7-8062-4dce-aeb7-520c7ef76171"" did not match expected pattern of [0-9a-f]+:[0-9a-f]+:[0-9a-f]+[.][0-9a-f]+[m | max_abs_error=0",1.027344,1.024902
mobilenetv2-fusion,16,0,joggle,0.384237621,037ae8c64f031b9c,{},"output,0,elements,1000,max_abs_error,2.193450927734375e-05",1.024902,1.024902
mobilenetv2-fusion,16,1,onnxruntime,0.010436655,9e4733fdb6a536c4,{},"[0;93m2026-09-14 11:42:47.938258034 [W:onnxruntime:Default, device_discovery.cc:133 GetPciBusId] Skipping pci_bus_id for PCI path at ""/sys/devices/LNXSYSTM:00/LNXSYBUS:00/ACPI0004:00/VMBUS:00/5620e0c7-8062-4dce-aeb7-520c7ef76171"" because filename ""5620e0c7-8062-4dce-aeb7-520c7ef76171"" did not match expected pattern of [0-9a-f]+:[0-9a-f]+:[0-9a-f]+[.][0-9a-f]+[m | max_abs_error=0",1.024902,1.024902
mobilenetv2-fusion,17,0,onnxruntime,0.010296501,9e4733fdb6a536c4,{},"[0;93m2026-09-14 11:42:48.164513016 [W:onnxruntime:Default, device_discovery.cc:133 GetPciBusId] Skipping pci_bus_id for PCI path at ""/sys/devices/LNXSYSTM:00/LNXSYBUS:00/ACPI0004:00/VMBUS:00/5620e0c7-8062-4dce-aeb7-520c7ef76171"" because filename ""5620e0c7-8062-4dce-aeb7-520c7ef76171"" did not match expected pattern of [0-9a-f]+:[0-9a-f]+:[0-9a-f]+[.][0-9a-f]+[m | max_abs_error=0",1.024902,1.024902
mobilenetv2-fusion,17,1,joggle,0.385484913,037ae8c64f031b9c,{},"output,0,elements,1000,max_abs_error,2.193450927734375e-05",1.024902,1.024902
mobilenetv2-fusion,18,0,onnxruntime,0.010432246,9e4733fdb6a536c4,{},"[0;93m2026-09-14 11:42:49.940678264 [W:onnxruntime:Default, device_discovery.cc:133 GetPciBusId] Skipping pci_bus_id for PCI path at ""/sys/devices/LNXSYSTM:00/LNXSYBUS:00/ACPI0004:00/VMBUS:00/5620e0c7-8062-4dce-aeb7-520c7ef76171"" because filename ""5620e0c7-8062-4dce-aeb7-520c7ef76171"" did not match expected pattern of [0-9a-f]+:[0-9a-f]+:[0-9a-f]+[.][0-9a-f]+[m | max_abs_error=0",1.024902,1.024902
mobilenetv2-fusion,18,1,joggle,0.388361346,037ae8c64f031b9c,{},"output,0,elements,1000,max_abs_error,2.193450927734375e-05",1.024902,1.022461
mobilenetv2-fusion,19,0,joggle,0.383807172,037ae8c64f031b9c,{},"output,0,elements,1000,max_abs_error,2.193450927734375e-05",1.022461,1.022461
mobilenetv2-fusion,19,1,onnxruntime,0.010434489,9e4733fdb6a536c4,{},"[0;93m2026-09-14 11:42:53.300294509 [W:onnxruntime:Default, device_discovery.cc:133 GetPciBusId] Skipping pci_bus_id for PCI path at ""/sys/devices/LNXSYSTM:00/LNXSYBUS:00/ACPI0004:00/VMBUS:00/5620e0c7-8062-4dce-aeb7-520c7ef76171"" because filename ""5620e0c7-8062-4dce-aeb7-520c7ef76171"" did not match expected pattern of [0-9a-f]+:[0-9a-f]+:[0-9a-f]+[.][0-9a-f]+[m | max_abs_error=0",1.022461,1.022461
